"analysis_id","run_id","video_name","camera_name","start_time","end_time","total_people","in_count","out_count","male_count","female_count","unknown_gender_count","adult_count","minor_count","unknown_age_count","detection_method","line_position","analysis_time"
10256,1,"A4-20250724-070000-075959.mp4","A4",2025/7/24 7:00:00,2025/7/24 7:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/7/24 9:56:50
10257,1,"A4-20250724-080000-085959.mp4","A4",2025/7/24 8:00:00,2025/7/24 8:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/7/24 9:58:40
10258,1,"A4-20250724-090000-095959.mp4","A4",2025/7/24 9:00:00,2025/7/24 9:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/7/24 10:00:30
10259,1,"A4-20250724-100000-105959.mp4","A4",2025/7/24 10:00:00,2025/7/24 10:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/7/24 10:02:20
10260,1,"A4-20250724-110000-115959.mp4","A4",2025/7/24 11:00:00,2025/7/24 11:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/7/24 10:04:10
10261,1,"A4-20250724-120000-125959.mp4","A4",2025/7/24 12:00:00,2025/7/24 12:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/7/24 10:06:00
10262,1,"A4-20250724-130000-135959.mp4","A4",2025/7/24 13:00:00,2025/7/24 13:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/7/24 10:07:50
10263,1,"A4-20250724-140000-145959.mp4","A4",2025/7/24 14:00:00,2025/7/24 14:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/7/24 10:09:40
10264,1,"A4-20250724-150000-155959.mp4","A4",2025/7/24 15:00:00,2025/7/24 15:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/7/24 10:11:30
10265,1,"A4-20250724-160000-165959.mp4","A4",2025/7/24 16:00:00,2025/7/24 16:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/7/24 10:13:20
10266,1,"A4-20250724-170000-175959.mp4","A4",2025/7/24 17:00:00,2025/7/24 17:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/7/24 10:15:10
10267,1,"A4-20250724-180000-185959.mp4","A4",2025/7/24 18:00:00,2025/7/24 18:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/7/24 10:17:00
10268,1,"A4-20250724-190000-195959.mp4","A4",2025/7/24 19:00:00,2025/7/24 19:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/7/24 10:18:50
10269,1,"A4-20250724-200000-205959.mp4","A4",2025/7/24 20:00:00,2025/7/24 20:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/7/24 10:20:40
10270,1,"A4-20250724-210000-215959.mp4","A4",2025/7/24 21:00:00,2025/7/24 21:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/7/24 10:22:30
10271,1,"A4-20250724-220000-225959.mp4","A4",2025/7/24 22:00:00,2025/7/24 22:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/7/24 10:24:20
10272,1,"A4-20250724-230000-235959.mp4","A4",2025/7/24 23:00:00,2025/7/24 23:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/7/24 10:26:10
10273,1,"A5-20250724-000000-005959.mp4","A5",2025/7/24 0:00:00,2025/7/24 0:59:59,18,12,6,7,10,1,7,10,1,"horizontal_a",0.50,2025/7/24 9:44:00
10274,1,"A5-20250724-010000-015959.mp4","A5",2025/7/24 1:00:00,2025/7/24 1:59:59,15,8,7,8,6,1,8,6,1,"horizontal_a",0.50,2025/7/24 9:45:50
10275,1,"A5-20250724-020000-025959.mp4","A5",2025/7/24 2:00:00,2025/7/24 2:59:59,17,9,8,9,7,1,9,7,1,"horizontal_a",0.50,2025/7/24 9:47:40
10276,1,"A5-20250724-030000-035959.mp4","A5",2025/7/24 3:00:00,2025/7/24 3:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/7/24 9:49:30
10277,1,"A5-20250724-040000-045959.mp4","A5",2025/7/24 4:00:00,2025/7/24 4:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/7/24 9:51:20
10278,1,"A5-20250724-050000-055959.mp4","A5",2025/7/24 5:00:00,2025/7/24 5:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/7/24 9:53:10
10279,1,"A5-20250724-060000-065959.mp4","A5",2025/7/24 6:00:00,2025/7/24 6:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/7/24 9:55:00
10280,1,"A5-20250724-070000-075959.mp4","A5",2025/7/24 7:00:00,2025/7/24 7:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/7/24 9:56:50
10281,1,"A5-20250724-080000-085959.mp4","A5",2025/7/24 8:00:00,2025/7/24 8:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/7/24 9:58:40
10282,1,"A5-20250724-090000-095959.mp4","A5",2025/7/24 9:00:00,2025/7/24 9:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/7/24 10:00:30
10283,1,"A5-20250724-100000-105959.mp4","A5",2025/7/24 10:00:00,2025/7/24 10:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/7/24 10:02:20
10284,1,"A5-20250724-110000-115959.mp4","A5",2025/7/24 11:00:00,2025/7/24 11:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/7/24 10:04:10
10285,1,"A5-20250724-120000-125959.mp4","A5",2025/7/24 12:00:00,2025/7/24 12:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/7/24 10:06:00
10286,1,"A5-20250724-130000-135959.mp4","A5",2025/7/24 13:00:00,2025/7/24 13:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/7/24 10:07:50
10287,1,"A5-20250724-140000-145959.mp4","A5",2025/7/24 14:00:00,2025/7/24 14:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/7/24 10:09:40
10288,1,"A5-20250724-150000-155959.mp4","A5",2025/7/24 15:00:00,2025/7/24 15:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/7/24 10:11:30
10289,1,"A5-20250724-160000-165959.mp4","A5",2025/7/24 16:00:00,2025/7/24 16:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/7/24 10:13:20
10290,1,"A5-20250724-170000-175959.mp4","A5",2025/7/24 17:00:00,2025/7/24 17:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/7/24 10:15:10
10291,1,"A5-20250724-180000-185959.mp4","A5",2025/7/24 18:00:00,2025/7/24 18:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/7/24 10:17:00
10292,1,"A5-20250724-190000-195959.mp4","A5",2025/7/24 19:00:00,2025/7/24 19:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/7/24 10:18:50
10293,1,"A5-20250724-200000-205959.mp4","A5",2025/7/24 20:00:00,2025/7/24 20:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/7/24 10:20:40
10294,1,"A5-20250724-210000-215959.mp4","A5",2025/7/24 21:00:00,2025/7/24 21:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/7/24 10:22:30
10295,1,"A5-20250724-220000-225959.mp4","A5",2025/7/24 22:00:00,2025/7/24 22:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/7/24 10:24:20
10296,1,"A5-20250724-230000-235959.mp4","A5",2025/7/24 23:00:00,2025/7/24 23:59:59,59,30,29,30,28,1,30,28,1,"horizontal_a",0.50,2025/7/24 10:26:10
10297,1,"A6-20250724-000000-005959.mp4","A6",2025/7/24 0:00:00,2025/7/24 0:59:59,20,13,7,8,11,1,8,11,1,"horizontal_a",0.50,2025/7/24 9:44:00
10298,1,"A6-20250724-010000-015959.mp4","A6",2025/7/24 1:00:00,2025/7/24 1:59:59,17,9,8,9,7,1,9,7,1,"horizontal_a",0.50,2025/7/24 9:45:50
10299,1,"A6-20250724-020000-025959.mp4","A6",2025/7/24 2:00:00,2025/7/24 2:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/7/24 9:47:40
10300,1,"A6-20250724-030000-035959.mp4","A6",2025/7/24 3:00:00,2025/7/24 3:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/7/24 9:49:30
10301,1,"A6-20250724-040000-045959.mp4","A6",2025/7/24 4:00:00,2025/7/24 4:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/7/24 9:51:20
10302,1,"A6-20250724-050000-055959.mp4","A6",2025/7/24 5:00:00,2025/7/24 5:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/7/24 9:53:10
10303,1,"A6-20250724-060000-065959.mp4","A6",2025/7/24 6:00:00,2025/7/24 6:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/7/24 9:55:00
10304,1,"A6-20250724-070000-075959.mp4","A6",2025/7/24 7:00:00,2025/7/24 7:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/7/24 9:56:50
10305,1,"A6-20250724-080000-085959.mp4","A6",2025/7/24 8:00:00,2025/7/24 8:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/7/24 9:58:40
10306,1,"A6-20250724-090000-095959.mp4","A6",2025/7/24 9:00:00,2025/7/24 9:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/7/24 10:00:30
10307,1,"A6-20250724-100000-105959.mp4","A6",2025/7/24 10:00:00,2025/7/24 10:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/7/24 10:02:20
10308,1,"A6-20250724-110000-115959.mp4","A6",2025/7/24 11:00:00,2025/7/24 11:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/7/24 10:04:10
10309,1,"A6-20250724-120000-125959.mp4","A6",2025/7/24 12:00:00,2025/7/24 12:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/7/24 10:06:00
10310,1,"A6-20250724-130000-135959.mp4","A6",2025/7/24 13:00:00,2025/7/24 13:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/7/24 10:07:50
10311,1,"A6-20250724-140000-145959.mp4","A6",2025/7/24 14:00:00,2025/7/24 14:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/7/24 10:09:40
10312,1,"A6-20250724-150000-155959.mp4","A6",2025/7/24 15:00:00,2025/7/24 15:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/7/24 10:11:30
10313,1,"A6-20250724-160000-165959.mp4","A6",2025/7/24 16:00:00,2025/7/24 16:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/7/24 10:13:20
10314,1,"A6-20250724-170000-175959.mp4","A6",2025/7/24 17:00:00,2025/7/24 17:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/7/24 10:15:10
10315,1,"A6-20250724-180000-185959.mp4","A6",2025/7/24 18:00:00,2025/7/24 18:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/7/24 10:17:00
10316,1,"A6-20250724-190000-195959.mp4","A6",2025/7/24 19:00:00,2025/7/24 19:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/7/24 10:18:50
10317,1,"A6-20250724-200000-205959.mp4","A6",2025/7/24 20:00:00,2025/7/24 20:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/7/24 10:20:40
10318,1,"A6-20250724-210000-215959.mp4","A6",2025/7/24 21:00:00,2025/7/24 21:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/7/24 10:22:30
10319,1,"A6-20250724-220000-225959.mp4","A6",2025/7/24 22:00:00,2025/7/24 22:59:59,59,30,29,30,28,1,30,28,1,"horizontal_a",0.50,2025/7/24 10:24:20
10320,1,"A6-20250724-230000-235959.mp4","A6",2025/7/24 23:00:00,2025/7/24 23:59:59,61,31,30,31,29,1,31,29,1,"horizontal_a",0.50,2025/7/24 10:26:10
10321,1,"A7-20250724-000000-005959.mp4","A7",2025/7/24 0:00:00,2025/7/24 0:59:59,22,14,8,9,12,1,9,12,1,"horizontal_a",0.50,2025/7/24 9:44:00
10322,1,"A7-20250724-010000-015959.mp4","A7",2025/7/24 1:00:00,2025/7/24 1:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/7/24 9:45:50
10323,1,"A7-20250724-020000-025959.mp4","A7",2025/7/24 2:00:00,2025/7/24 2:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/7/24 9:47:40
10324,1,"A7-20250724-030000-035959.mp4","A7",2025/7/24 3:00:00,2025/7/24 3:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/7/24 9:49:30
10325,1,"A7-20250724-040000-045959.mp4","A7",2025/7/24 4:00:00,2025/7/24 4:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/7/24 9:51:20
10326,1,"A7-20250724-050000-055959.mp4","A7",2025/7/24 5:00:00,2025/7/24 5:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/7/24 9:53:10
10327,1,"A7-20250724-060000-065959.mp4","A7",2025/7/24 6:00:00,2025/7/24 6:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/7/24 9:55:00
10328,1,"A7-20250724-070000-075959.mp4","A7",2025/7/24 7:00:00,2025/7/24 7:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/7/24 9:56:50
10329,1,"A7-20250724-080000-085959.mp4","A7",2025/7/24 8:00:00,2025/7/24 8:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/7/24 9:58:40
10330,1,"A7-20250724-090000-095959.mp4","A7",2025/7/24 9:00:00,2025/7/24 9:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/7/24 10:00:30
10331,1,"A7-20250724-100000-105959.mp4","A7",2025/7/24 10:00:00,2025/7/24 10:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/7/24 10:02:20
10332,1,"A7-20250724-110000-115959.mp4","A7",2025/7/24 11:00:00,2025/7/24 11:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/7/24 10:04:10
10333,1,"A7-20250724-120000-125959.mp4","A7",2025/7/24 12:00:00,2025/7/24 12:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/7/24 10:06:00
10334,1,"A7-20250724-130000-135959.mp4","A7",2025/7/24 13:00:00,2025/7/24 13:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/7/24 10:07:50
10335,1,"A7-20250724-140000-145959.mp4","A7",2025/7/24 14:00:00,2025/7/24 14:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/7/24 10:09:40
10336,1,"A7-20250724-150000-155959.mp4","A7",2025/7/24 15:00:00,2025/7/24 15:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/7/24 10:11:30
10337,1,"A7-20250724-160000-165959.mp4","A7",2025/7/24 16:00:00,2025/7/24 16:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/7/24 10:13:20
10338,1,"A7-20250724-170000-175959.mp4","A7",2025/7/24 17:00:00,2025/7/24 17:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/7/24 10:15:10
10339,1,"A7-20250724-180000-185959.mp4","A7",2025/7/24 18:00:00,2025/7/24 18:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/7/24 10:17:00
10340,1,"A7-20250724-190000-195959.mp4","A7",2025/7/24 19:00:00,2025/7/24 19:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/7/24 10:18:50
10341,1,"A7-20250724-200000-205959.mp4","A7",2025/7/24 20:00:00,2025/7/24 20:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/7/24 10:20:40
10342,1,"A7-20250724-210000-215959.mp4","A7",2025/7/24 21:00:00,2025/7/24 21:59:59,59,30,29,30,28,1,30,28,1,"horizontal_a",0.50,2025/7/24 10:22:30
10343,1,"A7-20250724-220000-225959.mp4","A7",2025/7/24 22:00:00,2025/7/24 22:59:59,61,31,30,31,29,1,31,29,1,"horizontal_a",0.50,2025/7/24 10:24:20
10344,1,"A7-20250724-230000-235959.mp4","A7",2025/7/24 23:00:00,2025/7/24 23:59:59,63,32,31,32,30,1,32,30,1,"horizontal_a",0.50,2025/7/24 10:26:10
10345,1,"A8-20250724-000000-005959.mp4","A8",2025/7/24 0:00:00,2025/7/24 0:59:59,24,15,9,10,13,1,10,13,1,"horizontal_a",0.50,2025/7/24 9:44:00
10346,1,"A8-20250724-010000-015959.mp4","A8",2025/7/24 1:00:00,2025/7/24 1:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/7/24 9:45:50
10347,1,"A8-20250724-020000-025959.mp4","A8",2025/7/24 2:00:00,2025/7/24 2:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/7/24 9:47:40
10348,1,"A8-20250724-030000-035959.mp4","A8",2025/7/24 3:00:00,2025/7/24 3:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/7/24 9:49:30
10349,1,"A8-20250724-040000-045959.mp4","A8",2025/7/24 4:00:00,2025/7/24 4:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/7/24 9:51:20
10350,1,"A8-20250724-050000-055959.mp4","A8",2025/7/24 5:00:00,2025/7/24 5:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/7/24 9:53:10
10351,1,"A8-20250724-060000-065959.mp4","A8",2025/7/24 6:00:00,2025/7/24 6:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/7/24 9:55:00
10352,1,"A8-20250724-070000-075959.mp4","A8",2025/7/24 7:00:00,2025/7/24 7:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/7/24 9:56:50
10353,1,"A8-20250724-080000-085959.mp4","A8",2025/7/24 8:00:00,2025/7/24 8:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/7/24 9:58:40
10354,1,"A8-20250724-090000-095959.mp4","A8",2025/7/24 9:00:00,2025/7/24 9:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/7/24 10:00:30
10355,1,"A8-20250724-100000-105959.mp4","A8",2025/7/24 10:00:00,2025/7/24 10:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/7/24 10:02:20
10356,1,"A8-20250724-110000-115959.mp4","A8",2025/7/24 11:00:00,2025/7/24 11:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/7/24 10:04:10
10357,1,"A8-20250724-120000-125959.mp4","A8",2025/7/24 12:00:00,2025/7/24 12:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/7/24 10:06:00
10358,1,"A8-20250724-130000-135959.mp4","A8",2025/7/24 13:00:00,2025/7/24 13:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/7/24 10:07:50
10359,1,"A8-20250724-140000-145959.mp4","A8",2025/7/24 14:00:00,2025/7/24 14:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/7/24 10:09:40
10360,1,"A8-20250724-150000-155959.mp4","A8",2025/7/24 15:00:00,2025/7/24 15:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/7/24 10:11:30
10361,1,"A8-20250724-160000-165959.mp4","A8",2025/7/24 16:00:00,2025/7/24 16:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/7/24 10:13:20
10362,1,"A8-20250724-170000-175959.mp4","A8",2025/7/24 17:00:00,2025/7/24 17:59:59,53,27,26,27,25,1,27,25,1,"horizontal_a",0.50,2025/7/24 10:15:10
10363,1,"A8-20250724-180000-185959.mp4","A8",2025/7/24 18:00:00,2025/7/24 18:59:59,55,28,27,28,26,1,28,26,1,"horizontal_a",0.50,2025/7/24 10:17:00
10364,1,"A8-20250724-190000-195959.mp4","A8",2025/7/24 19:00:00,2025/7/24 19:59:59,57,29,28,29,27,1,29,27,1,"horizontal_a",0.50,2025/7/24 10:18:50
10365,1,"A8-20250724-200000-205959.mp4","A8",2025/7/24 20:00:00,2025/7/24 20:59:59,59,30,29,30,28,1,30,28,1,"horizontal_a",0.50,2025/7/24 10:20:40
10366,1,"A8-20250724-210000-215959.mp4","A8",2025/7/24 21:00:00,2025/7/24 21:59:59,61,31,30,31,29,1,31,29,1,"horizontal_a",0.50,2025/7/24 10:22:30
10367,1,"A8-20250724-220000-225959.mp4","A8",2025/7/24 22:00:00,2025/7/24 22:59:59,63,32,31,32,30,1,32,30,1,"horizontal_a",0.50,2025/7/24 10:24:20
10368,1,"A8-20250724-230000-235959.mp4","A8",2025/7/24 23:00:00,2025/7/24 23:59:59,65,33,32,33,31,1,33,31,1,"horizontal_a",0.50,2025/7/24 10:26:10
10369,1,"A1-20250725-000000-005959.mp4","A1",2025/7/25 0:00:00,2025/7/25 0:59:59,7,4,3,4,2,1,4,2,1,"horizontal_a",0.50,2025/7/25 9:44:00
10370,1,"A1-20250725-010000-015959.mp4","A1",2025/7/25 1:00:00,2025/7/25 1:59:59,9,5,4,5,3,1,5,3,1,"horizontal_a",0.50,2025/7/25 9:45:50
10371,1,"A1-20250725-020000-025959.mp4","A1",2025/7/25 2:00:00,2025/7/25 2:59:59,11,6,5,6,4,1,6,4,1,"horizontal_a",0.50,2025/7/25 9:47:40
10372,1,"A1-20250725-030000-035959.mp4","A1",2025/7/25 3:00:00,2025/7/25 3:59:59,13,7,6,7,5,1,7,5,1,"horizontal_a",0.50,2025/7/25 9:49:30
10373,1,"A1-20250725-040000-045959.mp4","A1",2025/7/25 4:00:00,2025/7/25 4:59:59,15,8,7,8,6,1,8,6,1,"horizontal_a",0.50,2025/7/25 9:51:20
10374,1,"A1-20250725-050000-055959.mp4","A1",2025/7/25 5:00:00,2025/7/25 5:59:59,17,9,8,9,7,1,9,7,1,"horizontal_a",0.50,2025/7/25 9:53:10
10375,1,"A1-20250725-060000-065959.mp4","A1",2025/7/25 6:00:00,2025/7/25 6:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/7/25 9:55:00
10376,1,"A1-20250725-070000-075959.mp4","A1",2025/7/25 7:00:00,2025/7/25 7:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/7/25 9:56:50
10377,1,"A1-20250725-080000-085959.mp4","A1",2025/7/25 8:00:00,2025/7/25 8:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/7/25 9:58:40
10378,1,"A1-20250725-090000-095959.mp4","A1",2025/7/25 9:00:00,2025/7/25 9:59:59,25,13,12,13,11,1,13,11,1,"horizontal_a",0.50,2025/7/25 10:00:30
10379,1,"A1-20250725-100000-105959.mp4","A1",2025/7/25 10:00:00,2025/7/25 10:59:59,27,14,13,14,12,1,14,12,1,"horizontal_a",0.50,2025/7/25 10:02:20
10380,1,"A1-20250725-110000-115959.mp4","A1",2025/7/25 11:00:00,2025/7/25 11:59:59,29,15,14,15,13,1,15,13,1,"horizontal_a",0.50,2025/7/25 10:04:10
10381,1,"A1-20250725-120000-125959.mp4","A1",2025/7/25 12:00:00,2025/7/25 12:59:59,31,16,15,16,14,1,16,14,1,"horizontal_a",0.50,2025/7/25 10:06:00
10382,1,"A1-20250725-130000-135959.mp4","A1",2025/7/25 13:00:00,2025/7/25 13:59:59,33,17,16,17,15,1,17,15,1,"horizontal_a",0.50,2025/7/25 10:07:50
10383,1,"A1-20250725-140000-145959.mp4","A1",2025/7/25 14:00:00,2025/7/25 14:59:59,35,18,17,18,16,1,18,16,1,"horizontal_a",0.50,2025/7/25 10:09:40
10384,1,"A1-20250725-150000-155959.mp4","A1",2025/7/25 15:00:00,2025/7/25 15:59:59,37,19,18,19,17,1,19,17,1,"horizontal_a",0.50,2025/7/25 10:11:30
10385,1,"A1-20250725-160000-165959.mp4","A1",2025/7/25 16:00:00,2025/7/25 16:59:59,39,20,19,20,18,1,20,18,1,"horizontal_a",0.50,2025/7/25 10:13:20
10386,1,"A1-20250725-170000-175959.mp4","A1",2025/7/25 17:00:00,2025/7/25 17:59:59,41,21,20,21,19,1,21,19,1,"horizontal_a",0.50,2025/7/25 10:15:10
10387,1,"A1-20250725-180000-185959.mp4","A1",2025/7/25 18:00:00,2025/7/25 18:59:59,43,22,21,22,20,1,22,20,1,"horizontal_a",0.50,2025/7/25 10:17:00
10388,1,"A1-20250725-190000-195959.mp4","A1",2025/7/25 19:00:00,2025/7/25 19:59:59,45,23,22,23,21,1,23,21,1,"horizontal_a",0.50,2025/7/25 10:18:50
10389,1,"A1-20250725-200000-205959.mp4","A1",2025/7/25 20:00:00,2025/7/25 20:59:59,47,24,23,24,22,1,24,22,1,"horizontal_a",0.50,2025/7/25 10:20:40
10390,1,"A1-20250725-210000-215959.mp4","A1",2025/7/25 21:00:00,2025/7/25 21:59:59,49,25,24,25,23,1,25,23,1,"horizontal_a",0.50,2025/7/25 10:22:30
10391,1,"A1-20250725-220000-225959.mp4","A1",2025/7/25 22:00:00,2025/7/25 22:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/7/25 10:24:20
10392,1,"A1-20250725-230000-235959.mp4","A1",2025/7/25 23:00:00,2025/7/25 23:59:59,51,26,25,26,24,1,26,24,1,"horizontal_a",0.50,2025/7/25 10:26:10
10393,1,"A2-20250725-000000-005959.mp4","A2",2025/7/25 0:00:00,2025/7/25 0:59:59,7,4,3,4,2,1,4,2,1,"horizontal_a",0.50,2025/7/25 9:44:00
10394,1,"A2-20250725-010000-015959.mp4","A2",2025/7/25 1:00:00,2025/7/25 1:59:59,9,5,4,5,3,1,5,3,1,"horizontal_a",0.50,2025/7/25 9:45:50
10395,1,"A2-20250725-020000-025959.mp4","A2",2025/7/25 2:00:00,2025/7/25 2:59:59,11,6,5,6,4,1,6,4,1,"horizontal_a",0.50,2025/7/25 9:47:40
10396,1,"A2-20250725-030000-035959.mp4","A2",2025/7/25 3:00:00,2025/7/25 3:59:59,13,7,6,7,5,1,7,5,1,"horizontal_a",0.50,2025/7/25 9:49:30
10397,1,"A2-20250725-040000-045959.mp4","A2",2025/7/25 4:00:00,2025/7/25 4:59:59,15,8,7,8,6,1,8,6,1,"horizontal_a",0.50,2025/7/25 9:51:20
10398,1,"A2-20250725-050000-055959.mp4","A2",2025/7/25 5:00:00,2025/7/25 5:59:59,17,9,8,9,7,1,9,7,1,"horizontal_a",0.50,2025/7/25 9:53:10
10399,1,"A2-20250725-060000-065959.mp4","A2",2025/7/25 6:00:00,2025/7/25 6:59:59,19,10,9,10,8,1,10,8,1,"horizontal_a",0.50,2025/7/25 9:55:00
10400,1,"A2-20250725-070000-075959.mp4","A2",2025/7/25 7:00:00,2025/7/25 7:59:59,21,11,10,11,9,1,11,9,1,"horizontal_a",0.50,2025/7/25 9:56:50
10401,1,"A2-20250725-080000-085959.mp4","A2",2025/7/25 8:00:00,2025/7/25 8:59:59,23,12,11,12,10,1,12,10,1,"horizontal_a",0.50,2025/7/25 9:58:40
